Record Length,2.500000e+03,,  -5.080000000000,   0.10400,
Sample Interval,4.000000e-03,,  -5.076000000000,   0.09600,
Trigger Point,1.270000000000e+03,,  -5.072000000000,   0.09600,
,,,  -5.068000000000,   0.09600,
,,,  -5.064000000000,   0.10400,
,,,  -5.060000000000,   0.10400,
Source,CH2,,  -5.056000000000,   0.09600,
Vertical Units,V,,  -5.052000000000,   0.09600,
Vertical Scale,2.000000e-01,,  -5.048000000000,   0.09600,
Vertical Offset,-6.720000e-01,,  -5.044000000000,   0.09600,
Horizontal Units,s,,  -5.040000000000,   0.08800,
Horizontal Scale,1.000000e+00,,  -5.036000000000,   0.09600,
Pt Fmt,Y,,  -5.032000000000,   0.09600,
Yzero,0.000000e+00,,  -5.028000000000,   0.09600,
Probe Atten,1.000000e+00,,  -5.024000000000,   0.09600,
Model Number,TDS2012C,,  -5.020000000000,   0.09600,
Serial Number,C012957,,  -5.016000000000,   0.09600,
Firmware Version,FV:v24.09,,  -5.012000000000,   0.09600,
,,,-05.008000000000,   0.09600,
,,,-05.004000000000,   0.09600,
,,,-05.000000000000,   0.08800,
,,,-04.996000000000,   0.09600,
,,,-04.992000000000,   0.08800,
,,,-04.988000000000,   0.08800,
,,,-04.984000000000,   0.08800,
,,,-04.980000000000,   0.08800,
,,,-04.976000000000,   0.08800,
,,,-04.972000000000,   0.08800,
,,,-04.968000000000,   0.08800,
,,,-04.964000000000,   0.08800,
,,,-04.960000000000,   0.08800,
,,,-04.956000000000,   0.08800,
,,,-04.952000000000,   0.08800,
,,,-04.948000000000,   0.08800,
,,,-04.944000000000,   0.08800,
,,,-04.940000000000,   0.08800,
,,,-04.936000000000,   0.08800,
,,,-04.932000000000,   0.08800,
,,,-04.928000000000,   0.08800,
,,,-04.924000000000,   0.08800,
,,,-04.920000000000,   0.08800,
,,,-04.916000000000,   0.08800,
,,,-04.912000000000,   0.08800,
,,,-04.908000000000,   0.08800,
,,,-04.904000000000,   0.08800,
,,,-04.900000000000,   0.08800,
,,,-04.896000000000,   0.08800,
,,,-04.892000000000,   0.08800,
,,,-04.888000000000,   0.08800,
,,,-04.884000000000,   0.08800,
,,,-04.880000000000,   0.08800,
,,,-04.876000000000,   0.08800,
,,,-04.872000000000,   0.08800,
,,,-04.868000000000,   0.08800,
,,,-04.864000000000,   0.08800,
,,,-04.860000000000,   0.08000,
,,,-04.856000000000,   0.08800,
,,,-04.852000000000,   0.08800,
,,,-04.848000000000,   0.08800,
,,,-04.844000000000,   0.08800,
,,,-04.840000000000,   0.08800,
,,,-04.836000000000,   0.08800,
,,,-04.832000000000,   0.08800,
,,,-04.828000000000,   0.08800,
,,,-04.824000000000,   0.08800,
,,,-04.820000000000,   0.08800,
,,,-04.816000000000,   0.08000,
,,,-04.812000000000,   0.08800,
,,,-04.808000000000,   0.08800,
,,,-04.804000000000,   0.08000,
,,,-04.800000000000,   0.08000,
,,,-04.796000000000,   0.08000,
,,,-04.792000000000,   0.08800,
,,,-04.788000000000,   0.08000,
,,,-04.784000000000,   0.08800,
,,,-04.780000000000,   0.08800,
,,,-04.776000000000,   0.08800,
,,,-04.772000000000,   0.08800,
,,,-04.768000000000,   0.08000,
,,,-04.764000000000,   0.08000,
,,,-04.760000000000,   0.08000,
,,,-04.756000000000,   0.08000,
,,,-04.752000000000,   0.08000,
,,,-04.748000000000,   0.08000,
,,,-04.744000000000,   0.08000,
,,,-04.740000000000,   0.08000,
,,,-04.736000000000,   0.08000,
,,,-04.732000000000,   0.08000,
,,,-04.728000000000,   0.08000,
,,,-04.724000000000,   0.08000,
,,,-04.720000000000,   0.08000,
