Record Length,2.500000e+03,,  -6.020000000000,   0.04000,
Sample Interval,4.000000e-03,,  -6.016000000000,   0.04000,
Trigger Point,1.505000000000e+03,,  -6.012000000000,   0.04000,
,,,  -6.008000000000,   0.04000,
,,,  -6.004000000000,   0.04000,
,,,  -6.000000000000,   0.04000,
Source,CH2,,  -5.996000000000,   0.04000,
Vertical Units,V,,  -5.992000000000,   0.04000,
Vertical Scale,2.000000e-01,,  -5.988000000000,   0.04000,
Vertical Offset,-7.920000e-01,,  -5.984000000000,   0.04000,
Horizontal Units,s,,  -5.980000000000,   0.04000,
Horizontal Scale,1.000000e+00,,  -5.976000000000,   0.04000,
Pt Fmt,Y,,  -5.972000000000,   0.04000,
Yzero,0.000000e+00,,  -5.968000000000,   0.04000,
Probe Atten,1.000000e+00,,  -5.964000000000,   0.04000,
Model Number,TDS2012C,,  -5.960000000000,   0.04000,
Serial Number,C012957,,  -5.956000000000,   0.04000,
Firmware Version,FV:v24.09,,  -5.952000000000,   0.04000,
,,,-05.948000000000,   0.04000,
,,,-05.944000000000,   0.04000,
,,,-05.940000000000,   0.04000,
,,,-05.936000000000,   0.04000,
,,,-05.932000000000,   0.04000,
,,,-05.928000000000,   0.04000,
,,,-05.924000000000,   0.04000,
,,,-05.920000000000,   0.04000,
,,,-05.916000000000,   0.04000,
,,,-05.912000000000,   0.04000,
,,,-05.908000000000,   0.04000,
,,,-05.904000000000,   0.04000,
,,,-05.900000000000,   0.04000,
,,,-05.896000000000,   0.04000,
,,,-05.892000000000,   0.04000,
,,,-05.888000000000,   0.04000,
,,,-05.884000000000,   0.03200,
,,,-05.880000000000,   0.04000,
,,,-05.876000000000,   0.04000,
,,,-05.872000000000,   0.04000,
,,,-05.868000000000,   0.04000,
,,,-05.864000000000,   0.04000,
,,,-05.860000000000,   0.04000,
,,,-05.856000000000,   0.04000,
,,,-05.852000000000,   0.04000,
,,,-05.848000000000,   0.04000,
,,,-05.844000000000,   0.04000,
,,,-05.840000000000,   0.04000,
,,,-05.836000000000,   0.04000,
,,,-05.832000000000,   0.04000,
,,,-05.828000000000,   0.03200,
,,,-05.824000000000,   0.04000,
,,,-05.820000000000,   0.04000,
,,,-05.816000000000,   0.04000,
,,,-05.812000000000,   0.04000,
,,,-05.808000000000,   0.03200,
,,,-05.804000000000,   0.04000,
,,,-05.800000000000,   0.03200,
,,,-05.796000000000,   0.04000,
,,,-05.792000000000,   0.04000,
,,,-05.788000000000,   0.04000,
,,,-05.784000000000,   0.03200,
,,,-05.780000000000,   0.03200,
,,,-05.776000000000,   0.03200,
,,,-05.772000000000,   0.04000,
,,,-05.768000000000,   0.04000,
,,,-05.764000000000,   0.04000,
,,,-05.760000000000,   0.04000,
,,,-05.756000000000,   0.04000,
,,,-05.752000000000,   0.03200,
