"time","intensity","A"
2,0.0103759775,0.0125891960710585
3,0.0100708025,0.025554138355623
17,0.0103759775,0.0125891960710585
19,0.0100708025,0.025554138355623
20,0.0100708025,0.025554138355623
21,0.0100708025,0.025554138355623
22,0.0097656265,0.0389181073255624
23,0.0103759775,0.0125891960710585
25,0.0103759775,0.0125891960710585
29,0.01037598,0.0125890914316572
30,0.0103759775,0.0125891960710585
31,0.0103759775,0.0125891960710585
32,0.0097656265,0.0389181073255624
33,0.009460449,0.0527064685608324
34,0.009460449,0.0527064685608324
35,0.009460449,0.0527064685608324
36,0.009155273,0.0669469183869194
37,0.009155273,0.0669469183869194
38,0.009155273,0.0669469183869194
39,0.009460449,0.0527064685608324
40,0.0088500975,0.0816701621216836
41,0.0097656265,0.0389181073255624
42,0.009765625,0.0389181740331897
43,0.009460449,0.0527064685608324
44,0.009765625,0.0389181740331897
45,0.009765625,0.0389181740331897
46,0.009460449,0.0527064685608324
47,0.009460449,0.0527064685608324
48,0.0091552735,0.0669468946686496
49,0.0088500975,0.0816701621216836
50,0.0088500975,0.0816701621216836
51,0.0088500975,0.0816701621216836
52,0.008239746,0.112704393135415
53,0.00793457,0.129094821486799
54,0.008239746,0.112704393135415
55,0.0085449215,0.0969101400702005
56,0.008239746,0.112704393135415
57,0.0085449215,0.0969101400702005
58,0.0088500975,0.0816701621216836
59,0.009155273,0.0669469183869194
60,0.009155273,0.0669469183869194
61,0.009155273,0.0669469183869194
62,0.009155273,0.0669469183869194
63,0.0088500975,0.0816701621216836
64,0.0085449215,0.0969101400702005
65,0.0085449215,0.0969101400702005
66,0.0079345705,0.129094794119565
67,0.0076293945,0.146128145459928
68,0.0076293945,0.146128145459928
69,0.0076293945,0.146128145459928
70,0.007324219,0.163856895817572
71,0.00793457,0.129094821486799
72,0.0076293945,0.146128145459928
73,0.0079345705,0.129094794119565
74,0.008239746,0.112704393135415
75,0.00793457,0.129094821486799
76,0.008239746,0.112704393135415
77,0.008544922,0.0969101146577687
78,0.008239746,0.112704393135415
79,0.008239746,0.112704393135415
80,0.008239746,0.112704393135415
81,0.0076293945,0.146128145459928
82,0.0076293945,0.146128145459928
83,0.0073242185,0.163856925465408
84,0.007324219,0.163856895817572
85,0.007019043,0.182340314401948
86,0.0064086915,0.221848851266069
87,0.007019043,0.182340314401948
88,0.007019043,0.182340314401948
89,0.007019043,0.182340314401948
90,0.0073242185,0.163856925465408
91,0.007019043,0.182340314401948
