"time.aa.","intensity.aa.","A.aa."
NA,NA,NA
NA,NA,NA
1216,0.0006103516,Inf
1217,0.0006103516,Inf
1218,0.0009155273,Inf
1219,0.0009155273,Inf
1220,0.001220703,Inf
1221,0.001220703,Inf
1222,0.0006103516,Inf
1223,0.001220703,Inf
1224,0.0006103516,Inf
1225,0.0003051758,Inf
1226,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1233,0.0003051758,Inf
1234,0.0009155273,Inf
1235,0.001220703,Inf
1236,0.001220703,Inf
1237,0.001220703,Inf
1238,0.001220703,Inf
1239,0.001220703,Inf
1240,0.0006103516,Inf
1241,0.0006103516,Inf
1242,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1249,0.0003051758,Inf
1250,0.0003051758,Inf
1251,0.0006103516,Inf
1252,0.001220703,Inf
1253,0.001220703,Inf
1254,0.001220703,Inf
1255,0.001220703,Inf
1256,0.001525879,Inf
1257,0.0006103516,Inf
1258,0.0003051758,Inf
1259,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1266,0.0006103516,Inf
1267,0.0006103516,Inf
1268,0.0009155273,Inf
1269,0.001220703,Inf
1270,0.001220703,Inf
1271,0.001220703,Inf
1272,0.001220703,Inf
1273,0.0009155273,Inf
1274,0.0006103516,Inf
1275,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1283,0.0003051758,Inf
1284,0.0006103516,Inf
1285,0.001220703,Inf
1286,0.001525879,Inf
1287,0.0009155273,Inf
1288,0.001220703,Inf
1289,0.001220703,Inf
1290,0.0009155273,Inf
1291,0.0006103516,Inf
1292,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1299,0.0003051758,Inf
1300,0.0006103516,Inf
1301,0.0006103516,Inf
1302,0.001220703,Inf
1303,0.001220703,Inf
1304,0.001220703,Inf
1305,0.001220703,Inf
1306,0.0009155273,Inf
1307,0.0006103516,Inf
1308,0.0003051758,Inf
1309,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1317,0.0006103516,Inf
1318,0.0009155273,Inf
1319,0.0009155273,Inf
1320,0.0009155273,Inf
1321,0.001220703,Inf
1322,0.0009155273,Inf
1323,0.001220703,Inf
1324,0.0006103516,Inf
1325,0.0003051758,Inf
1326,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1332,0.0003051758,Inf
1333,0.0003051758,Inf
1334,0.0006103516,Inf
1335,0.0009155273,Inf
1336,0.001220703,Inf
1337,0.001220703,Inf
1338,0.001220703,Inf
1339,0.001220703,Inf
1340,0.0006103516,Inf
1341,0.0006103516,Inf
1342,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1349,0.0003051758,Inf
1350,0.0006103516,Inf
1351,0.0006103516,Inf
1352,0.0009155273,Inf
1353,0.001220703,Inf
1354,0.001220703,Inf
1355,0.0009155273,Inf
1356,0.0009155273,Inf
1357,0.0009155273,Inf
1358,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1366,0.0006103516,Inf
1367,0.0003051758,Inf
1368,0.0009155273,Inf
1369,0.001220703,Inf
1370,0.0009155273,Inf
1371,0.001220703,Inf
1372,0.0009155273,Inf
1373,0.0009155273,Inf
1374,0.0009155273,Inf
1375,0.0003051758,Inf
1376,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1382,0.0003051758,Inf
1383,0.0003051758,Inf
1384,0.0006103516,Inf
1385,0.001220703,Inf
1386,0.0006103516,Inf
1387,0.001220703,Inf
1388,0.001220703,Inf
1389,0.0009155273,Inf
1390,0.0009155273,Inf
1391,0.0006103516,Inf
1392,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1399,0.0003051758,Inf
1400,0.0006103516,Inf
1401,0.0006103516,Inf
1402,0.001220703,Inf
1403,0.001220703,Inf
1404,0.001220703,Inf
1405,0.0006103516,Inf
1406,0.001220703,Inf
1407,0.0006103516,Inf
1408,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1417,0.0006103516,Inf
1418,0.001220703,Inf
1419,0.001220703,Inf
1420,0.0006103516,Inf
1421,0.001220703,Inf
1422,0.001220703,Inf
1423,0.0006103516,Inf
1424,0.0009155273,Inf
1425,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1433,0.0006103516,Inf
1434,0.0003051758,Inf
1435,0.0009155273,Inf
1436,0.001220703,Inf
1437,0.001220703,Inf
1438,0.0009155273,Inf
1439,0.001220703,Inf
1440,0.0009155273,Inf
1441,0.0006103516,Inf
1442,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1449,0.0003051758,Inf
1450,0.0006103516,Inf
1451,0.0006103516,Inf
1452,0.001220703,Inf
1453,0.001220703,Inf
1454,0.001220703,Inf
1455,0.001220703,Inf
1456,0.001220703,Inf
1457,0.0006103516,Inf
1458,0.0006103516,Inf
1459,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1466,0.0003051758,Inf
NA,NA,NA
1468,0.0009155273,Inf
1469,0.001220703,Inf
1470,0.001220703,Inf
1471,0.001220703,Inf
1472,0.001220703,Inf
1473,0.001220703,Inf
1474,0.0003051758,Inf
1475,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1483,0.0006103516,Inf
1484,0.0003051758,Inf
1485,0.001220703,Inf
1486,0.001220703,Inf
1487,0.001220703,Inf
1488,0.0006103516,Inf
1489,0.001220703,Inf
1490,0.001220703,Inf
1491,0.0006103516,Inf
1492,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1499,0.0003051758,Inf
1500,0.0006103516,Inf
1501,0.0006103516,Inf
1502,0.0009155273,Inf
1503,0.0009155273,Inf
1504,0.001220703,Inf
1505,0.001220703,Inf
1506,0.001220703,Inf
1507,0.0006103516,Inf
1508,0.0003051758,Inf
1509,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1516,0.0003051758,Inf
1517,0.0006103516,Inf
1518,0.0009155273,Inf
1519,0.001220703,Inf
1520,0.001220703,Inf
1521,0.0009155273,Inf
1522,0.001220703,Inf
1523,0.001220703,Inf
1524,0.0006103515,Inf
1525,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1532,0.0003051758,Inf
1533,0.0006103516,Inf
1534,0.0003051758,Inf
1535,0.0009155273,Inf
1536,0.001220703,Inf
1537,0.001220703,Inf
1538,0.0009155273,Inf
1539,0.001220703,Inf
1540,0.001220703,Inf
1541,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1550,0.0006103516,Inf
1551,0.0006103516,Inf
1552,0.001220703,Inf
1553,0.001220703,Inf
1554,0.001220703,Inf
1555,0.0009155273,Inf
1556,0.001220703,Inf
1557,0.0009155273,Inf
1558,0.0006103516,Inf
1559,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1566,0.0006103516,Inf
1567,0.0006103516,Inf
1568,0.0006103516,Inf
1569,0.001220703,Inf
1570,0.0009155273,Inf
1571,0.001220703,Inf
1572,0.001220703,Inf
1573,0.001220703,Inf
1574,0.0006103516,Inf
1575,0.0003051758,Inf
1576,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1583,0.0006103516,Inf
1584,0.0006103516,Inf
1585,0.0009155273,Inf
1586,0.0009155273,Inf
1587,0.001220703,Inf
1588,0.001220703,Inf
1589,0.0009155273,Inf
1590,0.001220703,Inf
1591,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1599,0.0003051758,Inf
1600,0.0006103516,Inf
1601,0.0006103516,Inf
1602,0.0009155273,Inf
1603,0.0009155273,Inf
1604,0.001220703,Inf
1605,0.001220703,Inf
1606,0.0009155273,Inf
1607,0.0006103516,Inf
1608,0.0003051758,Inf
1609,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1616,0.0006103516,Inf
1617,0.0003051758,Inf
1618,0.0009155273,Inf
1619,0.0009155273,Inf
1620,0.001220703,Inf
1621,0.001220703,Inf
1622,0.001220703,Inf
1623,0.0009155273,Inf
1624,0.0003051758,Inf
1625,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1633,0.0006103516,Inf
1634,0.0003051758,Inf
1635,0.0009155273,Inf
1636,0.001220703,Inf
1637,0.001220703,Inf
1638,0.001525879,Inf
1639,0.001220703,Inf
1640,0.0006103516,Inf
1641,0.0006103516,Inf
1642,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1649,0.0006103516,Inf
1650,0.0003051758,Inf
1651,0.0009155273,Inf
1652,0.001220703,Inf
1653,0.001220703,Inf
1654,0.001220703,Inf
1655,0.001220703,Inf
1656,0.0009155273,Inf
1657,0.0006103516,Inf
1658,0.0003051758,Inf
1659,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1666,0.0006103516,Inf
1667,0.0006103516,Inf
1668,0.0009155273,Inf
1669,0.001220703,Inf
1670,0.001220703,Inf
1671,0.001220703,Inf
1672,0.001220703,Inf
1673,0.001220703,Inf
1674,0.0006103516,Inf
1675,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1683,0.0006103516,Inf
1684,0.0006103516,Inf
1685,0.001220703,Inf
1686,0.0006103516,Inf
1687,0.001220703,Inf
1688,0.001220703,Inf
1689,0.001220703,Inf
1690,0.001220703,Inf
1691,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1699,0.0006103516,Inf
1700,0.0006103516,Inf
1701,0.0006103516,Inf
1702,0.001220703,Inf
1703,0.001220703,Inf
1704,0.0009155273,Inf
1705,0.001220703,Inf
1706,0.0006103516,Inf
1707,0.0006103516,Inf
1708,0.0006103516,Inf
1709,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1716,0.0006103516,Inf
1717,0.0006103516,Inf
1718,0.0006103516,Inf
1719,0.0009155273,Inf
1720,0.001220703,Inf
1721,0.0009155273,Inf
1722,0.001220703,Inf
1723,0.001220703,Inf
1724,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1733,0.0006103516,Inf
1734,0.0006103516,Inf
1735,0.0009155273,Inf
1736,0.0009155273,Inf
1737,0.001220703,Inf
1738,0.001220703,Inf
1739,0.0006103516,Inf
1740,0.0009155273,Inf
1741,0.0003051758,Inf
1742,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1749,0.0003051758,Inf
1750,0.0003051758,Inf
1751,0.0006103516,Inf
1752,0.001220703,Inf
1753,0.001220703,Inf
1754,0.0009155273,Inf
1755,0.0009155273,Inf
1756,0.0009155273,Inf
1757,0.0009155273,Inf
1758,0.0003051758,Inf
1759,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1766,0.0006103516,Inf
1767,0.0003051758,Inf
1768,0.0006103516,Inf
1769,0.001220703,Inf
1770,0.0006103516,Inf
1771,0.001525879,Inf
1772,0.0009155273,Inf
1773,0.0009155273,Inf
1774,0.0006103516,Inf
1775,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1783,0.0006103516,Inf
1784,0.0009155273,Inf
1785,0.0009155273,Inf
1786,0.001220703,Inf
1787,0.001220703,Inf
1788,0.0009155273,Inf
1789,0.001220703,Inf
1790,0.0009155273,Inf
1791,0.0003051758,Inf
1792,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1800,0.0006103516,Inf
1801,0.0006103516,Inf
1802,0.0006103516,Inf
1803,0.001220703,Inf
1804,0.001220703,Inf
1805,0.0009155273,Inf
1806,0.0006103516,Inf
1807,0.0006103516,Inf
1808,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1816,0.0006103516,Inf
1817,0.0009155273,Inf
1818,0.0009155273,Inf
1819,0.0009155273,Inf
1820,0.001220703,Inf
1821,0.001220703,Inf
1822,0.0006103516,Inf
1823,0.0009155273,Inf
1824,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1832,0.0003051758,Inf
1833,0.0003051758,Inf
1834,0.0003051758,Inf
1835,0.0006103516,Inf
1836,0.001220703,Inf
1837,0.0009155273,Inf
1838,0.0009155273,Inf
1839,0.001220703,Inf
1840,0.0009155273,Inf
1841,0.0003051758,Inf
1842,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1849,0.0006103516,Inf
1850,0.0003051758,Inf
1851,0.0006103516,Inf
1852,0.001220703,Inf
1853,0.0009155273,Inf
1854,0.001220703,Inf
1855,0.001220703,Inf
1856,0.001220703,Inf
1857,0.0003051758,Inf
1858,0.0003051758,Inf
1859,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1866,0.0006103516,Inf
1867,0.0006103516,Inf
1868,0.0009155273,Inf
1869,0.001220703,Inf
1870,0.001220703,Inf
1871,0.001220703,Inf
1872,0.001220703,Inf
1873,0.001220703,Inf
1874,0.0003051758,Inf
1875,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1882,0.0003051758,Inf
1883,0.0003051758,Inf
1884,0.0006103516,Inf
1885,0.0009155273,Inf
1886,0.0009155273,Inf
1887,0.0009155273,Inf
1888,0.001220703,Inf
1889,0.001220703,Inf
1890,0.0006103516,Inf
1891,0.0003051758,Inf
1892,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1899,0.0003051758,Inf
1900,0.0006103516,Inf
1901,0.0006103516,Inf
1902,0.0006103516,Inf
1903,0.001220703,Inf
1904,0.0009155273,Inf
1905,0.001220703,Inf
1906,0.001220703,Inf
1907,0.001220703,Inf
1908,0.0003051758,Inf
1909,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1916,0.0006103516,Inf
1917,0.0006103516,Inf
1918,0.0009155273,Inf
1919,0.001220703,Inf
1920,0.001220703,Inf
1921,0.001220703,Inf
1922,0.001220703,Inf
1923,0.001220703,Inf
1924,0.0006103516,Inf
NA,NA,NA
1926,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1932,0.0006103516,Inf
1933,0.0006103516,Inf
1934,0.0003051758,Inf
1935,0.001220703,Inf
1936,0.001220703,Inf
1937,0.001220703,Inf
1938,0.001220703,Inf
1939,0.001220703,Inf
1940,0.0006103516,Inf
1941,0.0006103516,Inf
1942,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1949,0.0003051758,Inf
1950,0.0006103516,Inf
1951,0.0006103516,Inf
1952,0.001220703,Inf
1953,0.001220703,Inf
1954,0.001220703,Inf
1955,0.001220703,Inf
1956,0.0009155273,Inf
1957,0.0009155273,Inf
1958,0.0003051758,Inf
1959,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1966,0.0006103516,Inf
1967,0.0006103516,Inf
1968,0.0006103516,Inf
1969,0.001220703,Inf
1970,0.001220703,Inf
1971,0.0009155273,Inf
1972,0.001220703,Inf
1973,0.001220703,Inf
1974,0.0003051758,Inf
1975,0.0003051758,Inf
1976,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1982,0.0003051758,Inf
1983,0.0003051758,Inf
1984,0.0006103516,Inf
1985,0.001220703,Inf
1986,0.001220703,Inf
1987,0.001220703,Inf
1988,0.001220703,Inf
1989,0.001220703,Inf
1990,0.0006103516,Inf
NA,NA,NA
1992,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
1999,0.0006103516,Inf
2000,0.0003051758,Inf
2001,0.0009155273,Inf
2002,0.001220703,Inf
2003,0.001220703,Inf
2004,0.001220703,Inf
2005,0.001220703,Inf
2006,0.0009155273,Inf
2007,0.0006103515,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2015,0.0003051758,Inf
2016,0.0003051758,Inf
2017,0.0006103516,Inf
2018,0.0006103516,Inf
2019,0.0009155273,Inf
2020,0.001220703,Inf
2021,0.0009155273,Inf
2022,0.0009155273,Inf
2023,0.001220703,Inf
NA,NA,NA
2025,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2032,0.0003051758,Inf
2033,0.0006103516,Inf
2034,0.0006103516,Inf
2035,0.0009155273,Inf
2036,0.001220703,Inf
2037,0.001220703,Inf
2038,0.001220703,Inf
2039,0.001220703,Inf
2040,0.0006103516,Inf
2041,0.0006103516,Inf
2042,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2049,0.0003051758,Inf
2050,0.0006103516,Inf
2051,0.0009155273,Inf
2052,0.001220703,Inf
2053,0.001220703,Inf
2054,0.001220703,Inf
2055,0.0009155273,Inf
2056,0.001220703,Inf
2057,0.0006103516,Inf
2058,0.0003051758,Inf
2059,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2065,0.0003051758,Inf
2066,0.0006103516,Inf
2067,0.0006103516,Inf
2068,0.0009155273,Inf
2069,0.001220703,Inf
2070,0.0009155273,Inf
2071,0.001220703,Inf
2072,0.001220703,Inf
2073,0.001220703,Inf
2074,0.0003051758,Inf
2075,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2082,0.0003051758,Inf
2083,0.0003051758,Inf
2084,0.0006103516,Inf
2085,0.001220703,Inf
2086,0.001220703,Inf
2087,0.0009155273,Inf
2088,0.001220703,Inf
2089,0.001220703,Inf
2090,0.0006103516,Inf
2091,0.0009155273,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2099,0.0003051758,Inf
2100,0.0003051758,Inf
2101,0.0009155273,Inf
2102,0.001220703,Inf
2103,0.0009155273,Inf
2104,0.001220703,Inf
2105,0.001220703,Inf
2106,0.0009155273,Inf
2107,0.0003051758,Inf
2108,0.0003051758,Inf
2109,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2116,0.0003051758,Inf
2117,0.0006103516,Inf
2118,0.0009155273,Inf
2119,0.001220703,Inf
2120,0.001220703,Inf
2121,0.0009155273,Inf
2122,0.001220703,Inf
2123,0.0009155273,Inf
2124,0.0006103516,Inf
2125,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2132,0.0003051758,Inf
2133,0.0003051758,Inf
2134,0.0009155273,Inf
2135,0.001220703,Inf
2136,0.0006103516,Inf
2137,0.001220703,Inf
2138,0.0009155273,Inf
2139,0.0009155273,Inf
2140,0.0006103516,Inf
2141,0.0006103516,Inf
2142,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2149,0.0003051758,Inf
2150,0.0006103516,Inf
2151,0.0006103516,Inf
2152,0.0009155273,Inf
2153,0.001220703,Inf
2154,0.001220703,Inf
2155,0.0009155273,Inf
2156,0.001220703,Inf
2157,0.0003051758,Inf
2158,0.0003051758,Inf
2159,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2165,0.0003051758,Inf
2166,0.0003051758,Inf
2167,0.0006103516,Inf
2168,0.0009155273,Inf
2169,0.0009155273,Inf
2170,0.001220703,Inf
2171,0.001220703,Inf
2172,0.0006103516,Inf
2173,0.001220703,Inf
2174,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2183,0.0006103516,Inf
2184,0.0006103516,Inf
2185,0.0006103516,Inf
2186,0.0009155273,Inf
2187,0.001220703,Inf
2188,0.0009155273,Inf
2189,0.0009155273,Inf
2190,0.0009155273,Inf
2191,0.0003051758,Inf
2192,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2199,0.0003051758,Inf
2200,0.0006103516,Inf
2201,0.0006103516,Inf
2202,0.0009155273,Inf
2203,0.001220703,Inf
2204,0.001220703,Inf
2205,0.001220703,Inf
2206,0.0009155273,Inf
2207,0.0006103515,Inf
2208,0.0003051758,Inf
2209,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2216,0.0006103516,Inf
2217,0.0006103516,Inf
2218,0.0009155273,Inf
2219,0.001220703,Inf
2220,0.001220703,Inf
2221,0.0009155273,Inf
2222,0.001220703,Inf
2223,0.0009155273,Inf
2224,0.0003051758,Inf
2225,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2233,0.0006103516,Inf
2234,0.0006103516,Inf
2235,0.001220703,Inf
2236,0.001220703,Inf
2237,0.001220703,Inf
2238,0.001220703,Inf
2239,0.0009155273,Inf
2240,0.0006103516,Inf
2241,0.0003051758,Inf
2242,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2249,0.0006103516,Inf
2250,0.0006103516,Inf
2251,0.0006103516,Inf
2252,0.001220703,Inf
2253,0.001220703,Inf
2254,0.0009155273,Inf
2255,0.001220703,Inf
2256,0.0006103516,Inf
2257,0.0003051758,Inf
2258,0.0006103516,Inf
2259,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2265,0.0003051758,Inf
2266,0.0006103516,Inf
2267,0.0006103516,Inf
2268,0.001220703,Inf
2269,0.001220703,Inf
2270,0.0009155273,Inf
2271,0.0009155273,Inf
2272,0.0009155273,Inf
2273,0.0009155273,Inf
2274,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2282,0.0003051758,Inf
2283,0.0009155273,Inf
2284,0.0006103516,Inf
2285,0.0006103516,Inf
2286,0.0009155273,Inf
2287,0.001220703,Inf
2288,0.001220703,Inf
2289,0.0009155273,Inf
2290,0.0009155273,Inf
2291,0.0006103516,Inf
2292,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2299,0.0006103516,Inf
2300,0.0003051758,Inf
2301,0.0006103516,Inf
2302,0.001220703,Inf
2303,0.0009155273,Inf
2304,0.0009155273,Inf
2305,0.001220703,Inf
2306,0.0009155273,Inf
2307,0.0009155273,Inf
2308,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2315,0.0003051758,Inf
2316,0.0006103516,Inf
2317,0.0006103516,Inf
2318,0.0009155273,Inf
2319,0.0009155273,Inf
2320,0.001220703,Inf
2321,0.001220703,Inf
2322,0.0009155273,Inf
2323,0.001220703,Inf
2324,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2332,0.0003051758,Inf
2333,0.0006103516,Inf
2334,0.0009155273,Inf
2335,0.001220703,Inf
2336,0.0009155273,Inf
2337,0.001220703,Inf
2338,0.001220703,Inf
2339,0.0006103516,Inf
2340,0.0006103516,Inf
2341,0.0006103516,Inf
2342,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2349,0.0003051758,Inf
2350,0.0006103516,Inf
2351,0.0006103516,Inf
2352,0.0009155273,Inf
2353,0.0009155273,Inf
2354,0.001220703,Inf
2355,0.001220703,Inf
2356,0.0009155273,Inf
2357,0.0006103516,Inf
2358,0.0003051758,Inf
2359,0.0003051758,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2365,0.0003051758,Inf
2366,0.0006103516,Inf
2367,0.0006103516,Inf
2368,0.0009155273,Inf
2369,0.0009155273,Inf
2370,0.001220703,Inf
2371,0.0009155273,Inf
2372,0.0006103516,Inf
2373,0.0009155273,Inf
2374,0.0006103516,Inf
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
NA,NA,NA
2383,0.0006103516,Inf
2384,0.0006103516,Inf
2385,0.0009155273,Inf
2386,0.001220703,Inf
2387,0.001220703,Inf
