"time","intensity","A"
6,0.007324219,0.0511525026821571
7,0.007324219,0.0511525026821571
8,0.007019043,0.0696359212665337
9,0.007019043,0.0696359212665337
10,0.0064086915,0.109144458130654
11,0.0064086915,0.109144458130654
12,0.0064086915,0.109144458130654
13,0.0064086915,0.109144458130654
14,0.0064086915,0.109144458130654
15,0.006103516,0.130333736870648
16,0.0064086915,0.109144458130654
17,0.006713867,0.0889410905241355
18,0.0064086915,0.109144458130654
19,0.0064086915,0.109144458130654
20,0.0064086915,0.109144458130654
21,0.00579834,0.152610146561759
22,0.00579834,0.152610146561759
23,0.005493164,0.176091259055681
24,0.0045776365,0.255272520915486
25,0.0048828125,0.227243776561756
26,0.004272461,0.285235717186335
27,0.004272461,0.285235717186335
28,0.003967285,0.317420424015366
29,0.004577637,0.255272473478948
30,0.004272461,0.285235717186335
31,0.004272461,0.285235717186335
32,0.004577637,0.255272473478948
33,0.004882813,0.227243732090004
34,0.004577637,0.255272473478948
35,0.004577637,0.255272473478948
36,0.004577637,0.255272473478948
37,0.004272461,0.285235717186335
38,0.004272461,0.285235717186335
39,0.0039672855,0.3174203692809
40,0.0039672855,0.3174203692809
41,0.0030517575,0.431363803689438
42,0.0030517575,0.431363803689438
43,0.003051758,0.431363732534629
44,0.002746582,0.477121254719662
45,0.002746582,0.477121254719662
46,0.002746582,0.477121254719662
47,0.0030517575,0.431363803689438
48,0.0030517575,0.431363803689438
49,0.0033569335,0.389971086188117
50,0.0033569335,0.389971086188117
51,0.0033569335,0.389971086188117
52,0.0033569335,0.389971086188117
53,0.0030517575,0.431363803689438
54,0.0033569335,0.389971086188117
55,0.0030517575,0.431363803689438
56,0.0024414065,0.528273727753985
57,0.002746582,0.477121254719662
58,0.0024414065,0.528273727753985
59,0.0021362305,0.586265712850316
60,0.0021362305,0.586265712850316
61,0.0021362305,0.586265712850316
62,0.0021362305,0.586265712850316
63,0.0021362305,0.586265712850316
64,0.0024414065,0.528273727753985
65,0.0021362305,0.586265712850316
66,0.002746582,0.477121254719662
67,0.002746582,0.477121254719662
68,0.002441406,0.528273816697495
69,0.003051758,0.431363732534629
70,0.002746582,0.477121254719662
71,0.0024414065,0.528273727753985
72,0.0024414065,0.528273727753985
73,0.0021362305,0.586265712850316
74,0.0018310545,0.653212553305795
75,0.001525879,0.73239372819861
76,0.001525879,0.73239372819861
77,0.001220703,0.829303812361476
78,0.001525879,0.73239372819861
79,0.0012207033,0.829303705629266
80,0.001220703,0.829303812361476
81,0.0018310545,0.653212553305795
82,0.0018310545,0.653212553305795
83,0.002441406,0.528273816697495
84,0.002441406,0.528273816697495
85,0.002441406,0.528273816697495
86,0.0021362305,0.586265712850316
87,0.0018310545,0.653212553305795
88,0.0018310545,0.653212553305795
89,0.0018310545,0.653212553305795
90,0.0018310545,0.653212553305795
91,0.0012207033,0.829303705629266
92,0.0009155273,0.954242525251505
93,0.001220703,0.829303812361476
94,0.0006103516,1.13033373687065
95,0.0009155273,0.954242525251505
96,0.001525879,0.73239372819861
97,0.0012207033,0.829303705629266
98,0.0012207033,0.829303705629266
99,0.0018310545,0.653212553305795
100,0.0018310545,0.653212553305795
101,0.001831055,0.653212434714452
102,0.002441406,0.528273816697495
103,0.0021362305,0.586265712850316
104,0.0018310545,0.653212553305795
105,0.0018310545,0.653212553305795
106,0.0015258788,0.732393785122457
107,0.0012207033,0.829303705629266
108,0.0009155273,0.954242525251505
109,0.0009155273,0.954242525251505
110,0.0006103516,1.13033373687065
111,0.0009155273,0.954242525251505
112,0.0009155273,0.954242525251505
113,0.0009155273,0.954242525251505
114,0.0012207033,0.829303705629266
115,0.0012207033,0.829303705629266
116,0.001831055,0.653212434714452
117,0.001525879,0.73239372819861
118,0.001831055,0.653212434714452
119,0.001831055,0.653212434714452
120,0.001525879,0.73239372819861
121,0.001525879,0.73239372819861
122,0.0012207033,0.829303705629266
123,0.0009155275,0.954242430378433
124,0.0009155273,0.954242525251505
125,0.0009155273,0.954242525251505
126,0.0006103515,1.13033380802546
128,0.0009155273,0.954242525251505
129,0.0009155273,0.954242525251505
130,0.0006103515,1.13033380802546
